Date,SystemType,Species,Location,WaterTemperature,Salinity,PHLevel,DissolvedOxygen,NitrogenLevel,PhosphorusLevel,StockingDensity,FeedConversionRatio,YieldKgPerM3,MarketPrice,OperatingCosts,GrossRevenue,EconomicPotential,MarketDemandGrowth,SustainabilityScore
2022-08-29,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Tilapia (Blue),Canada (British Columbia),16.67,34.08,7.2,5.72,2.53,0.35,194.87,0.63,20.43,3.5,42.9,71.57,28.66,4.0,55.28
2021-07-27,Recirculating Aquaculture System (RAS) - Small Scale,Tilapia (Nile),Australia (East Coast),23.47,31.37,7.8,8.3,3.11,0.28,58.72,1.95,-15.55,3.32,-32.66,-51.61,-18.95,4.0,84.75
2021-03-18,Coastal Extensive Pond,European Sea Bass,Canada (British Columbia),18.93,34.09,7.31,6.26,2.58,0.3,172.1,1.65,57.4,5.91,235.34,339.34,104.0,2.5,71.3
2020-01-27,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Chinook Salmon,Brazil,33.44,30.9,7.39,4.24,1.6,0.35,165.4,1.73,-179.54,5.52,-574.52,-991.5,-416.98,3.0,74.07
2021-12-22,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Rainbow Trout,USA (Hawaii),19.27,36.18,6.76,6.28,2.49,0.36,66.46,1.14,-7.37,4.84,-21.37,-35.68,-14.31,2.0,66.23
2020-05-19,Reservoir Aquaculture,Carp (Common),China (Southern Coast),21.8,34.48,8.36,3.94,1.69,0.45,183.81,1.44,88.48,4.38,221.21,387.94,166.73,2.0,65.77
2021-11-05,Coastal Intensive Pond,Catfish (Channel),USA (Hawaii),18.97,40.48,7.84,5.27,3.58,0.24,148.9,1.31,-141.8,4.22,-354.5,-599.1,-244.6,2.0,75.92
2020-06-03,Inland Raceway System,Chinook Salmon,Thailand,22.84,36.38,7.16,9.02,2.57,0.26,60.69,1.56,18.05,6.44,57.77,116.27,58.5,3.0,86.88
2019-04-02,Coastal Intensive Pond,Tilapia (Blue),Canada (British Columbia),15.26,32.09,8.1,5.01,1.98,0.35,76.12,1.27,-58.61,3.76,-123.07,-220.16,-97.09,4.0,51.05
2020-05-12,Offshore Cage System,European Eel,USA (Hawaii),26.4,37.99,7.12,3.87,3.25,0.27,142.25,1.42,-42.03,4.23,-105.06,-177.88,-72.82,2.0,76.52
2019-12-23,Recirculating Aquaculture System (RAS) - Small Scale,Rainbow Trout,Brazil,18.78,37.78,7.53,6.4,3.26,0.35,171.77,1.67,19.68,4.46,57.06,87.73,30.67,2.0,61.23
2022-02-21,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Barramundi,Australia (West Coast),20.95,31.87,6.52,9.08,1.95,0.28,183.04,1.42,-254.84,3.85,-637.1,-981.87,-344.77,2.0,90.8
2022-11-28,Reservoir Aquaculture,European Sea Bass,Scotland,21.16,35.85,7.38,8.41,2.75,0.37,166.47,1.6,98.67,5.62,404.53,554.21,149.68,2.5,96.87
2020-12-20,Recirculating Aquaculture System (RAS) - Small Scale,European Eel,Australia (East Coast),22.15,36.2,7.17,5.21,2.79,0.42,159.92,1.51,68.96,4.18,172.41,287.98,115.57,2.0,75.42
2019-10-03,Coastal Extensive Pond,Gilthead Sea Bream,Turkey,24.83,29.72,7.88,6.57,3.14,0.37,74.01,1.75,-34.16,5.23,-140.06,-178.74,-38.69,2.5,99.59
2020-11-26,Recirculating Aquaculture System (RAS) - Industrial Scale,Tilapia (Blue),Canada (British Columbia),17.37,34.37,7.07,5.13,2.79,0.47,142.4,1.62,28.56,3.53,59.97,100.94,40.97,4.0,89.19
2022-10-25,Recirculating Aquaculture System (RAS) - Small Scale,European Eel,Canada (Atlantic),21.33,35.04,7.11,6.97,2.44,0.34,99.04,1.25,39.86,3.87,99.64,154.39,54.75,2.0,86.1
2022-11-05,Coastal Extensive Pond,Chinook Salmon,Chile,11.53,35.67,7.97,3.87,1.62,0.15,169.13,1.88,-61.06,5.81,-195.39,-355.06,-159.67,3.0,74.05
2020-11-18,Inland Raceway System,Giant River Prawn,Indonesia,19.18,35.55,8.27,9.01,3.53,0.42,151.47,1.5,-57.09,3.84,-142.73,-219.0,-76.27,2.0,53.85
2018-01-14,Deep Sea Cage System,Carp (Silver),Turkey,28.56,34.49,7.27,7.04,2.98,0.31,116.03,1.94,6.04,3.9,15.1,23.54,8.44,2.0,71.7
2019-04-24,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,White Leg Shrimp,China (Inland Provinces),21.59,34.63,8.26,6.95,1.99,0.49,145.43,1.84,52.08,6.14,234.36,319.71,85.36,3.5,69.19
2021-12-20,Recirculating Aquaculture System (RAS) - Industrial Scale,Catfish (Channel),Turkey,20.48,40.65,8.27,5.27,1.94,0.31,94.81,0.97,-135.55,3.82,-338.86,-518.42,-179.55,2.0,71.48
2020-12-08,Deep Sea Cage System,Atlantic Salmon,Canada (Atlantic),24.57,33.4,6.92,1.69,2.49,0.48,115.53,1.61,83.76,6.12,268.03,512.29,244.26,3.0,56.77
2022-07-22,Coastal Intensive Pond,Chinook Salmon,Spain,16.51,37.3,8.11,5.85,2.4,0.21,185.94,1.25,-109.64,5.28,-350.84,-578.6,-227.76,3.0,87.97
2020-05-05,Deep Sea Cage System,European Sea Bass,Turkey,29.46,34.19,7.49,4.88,1.29,0.39,102.1,1.57,17.29,5.26,70.91,90.99,20.08,2.5,78.01
2020-05-31,Recirculating Aquaculture System (RAS) - Small Scale,Rainbow Trout,Greece,22.44,30.31,7.24,7.19,1.87,0.33,119.59,1.09,-33.73,5.02,-97.81,-169.44,-71.62,2.0,67.48
2019-08-09,Recirculating Aquaculture System (RAS) - Small Scale,European Eel,Ecuador,18.33,32.57,7.6,7.72,1.99,0.31,179.02,1.61,7.88,3.62,19.69,28.53,8.83,2.0,54.09
2020-09-26,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Barramundi,Spain,31.06,31.78,6.04,6.65,2.95,0.06,147.65,1.2,-413.59,3.62,-1033.98,-1495.41,-461.43,2.0,75.63
2018-12-13,Recirculating Aquaculture System (RAS) - Small Scale,White Leg Shrimp,Thailand,21.09,39.12,7.18,4.8,2.26,0.2,163.51,1.39,-22.92,6.39,-103.14,-146.46,-43.31,3.5,72.56
2020-05-04,Recirculating Aquaculture System (RAS) - Industrial Scale,Rainbow Trout,Greece,24.56,37.65,7.46,5.73,4.1,0.33,173.32,1.27,47.1,5.22,136.6,245.88,109.28,2.0,98.22
2018-03-02,Recirculating Aquaculture System (RAS) - Small Scale,Tilapia (Nile),Chile,22.57,30.69,7.96,5.0,3.44,0.41,169.69,1.13,-44.33,3.94,-93.09,-174.75,-81.66,4.0,84.79
2018-05-29,Offshore Cage System,Carp (Silver),Portugal,22.59,33.07,8.01,5.5,2.3,0.2,116.05,1.63,33.5,3.64,83.74,121.86,38.12,2.0,94.12
2022-05-26,Deep Sea Cage System,Giant River Prawn,USA (Gulf Coast),22.12,39.24,7.46,6.68,1.97,0.34,182.29,1.51,38.49,3.72,96.23,143.25,47.03,2.0,76.37
2018-10-17,Deep Sea Cage System,Chinook Salmon,Australia (West Coast),20.67,36.74,7.66,6.29,2.32,0.33,172.86,1.41,140.92,6.02,450.94,848.65,397.71,3.0,65.72
2022-03-17,Recirculating Aquaculture System (RAS) - Industrial Scale,Tilapia (Blue),Spain,28.59,34.65,6.44,5.09,3.15,0.3,100.28,1.33,-54.17,3.79,-113.76,-205.55,-91.79,4.0,67.4
2021-02-25,Inland Raceway System,European Sea Bass,Spain,19.95,39.85,7.34,7.83,3.26,0.4,120.69,1.37,-57.23,6.66,-234.64,-381.26,-146.62,2.5,56.31
2021-07-01,Offshore Cage System,European Eel,Canada (Atlantic),16.1,38.56,7.27,6.3,2.64,0.27,84.08,1.91,-55.32,3.85,-138.29,-212.73,-74.45,2.0,75.63
2022-08-14,Coastal Intensive Pond,Catfish (Channel),Canada (British Columbia),27.06,32.0,7.16,6.77,2.59,0.34,168.27,1.65,-102.54,3.83,-256.36,-392.31,-135.94,2.0,95.36
2018-07-14,Coastal Extensive Pond,Catfish (Channel),Greece,25.36,40.7,7.43,4.54,3.05,0.29,132.0,1.44,-57.04,4.59,-142.6,-261.57,-118.97,2.0,52.1
2021-01-04,Coastal Extensive Pond,Barramundi,Greece,17.29,36.0,7.6,7.06,2.28,0.35,163.09,1.42,42.29,3.57,105.73,150.93,45.2,2.0,98.14
2022-03-14,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,White Leg Shrimp,Portugal,17.32,38.26,7.23,7.21,2.68,0.48,64.48,0.93,-35.51,5.83,-159.78,-207.07,-47.29,3.5,79.92
2021-10-05,Coastal Extensive Pond,Carp (Common),Vietnam,20.52,31.84,6.97,7.43,3.36,0.29,169.19,1.45,-26.99,4.17,-67.47,-112.49,-45.01,2.0,99.77
2021-11-07,Recirculating Aquaculture System (RAS) - Small Scale,European Eel,Vietnam,22.35,38.49,7.04,6.36,2.99,0.35,181.85,0.96,-13.29,4.1,-33.23,-54.48,-21.25,2.0,71.73
2022-12-13,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Black Tiger Shrimp,China (Southern Coast),18.56,36.53,8.19,5.79,2.98,0.46,138.75,1.89,-34.51,6.48,-155.29,-223.76,-68.47,3.5,75.62
2022-12-10,Coastal Intensive Pond,Tilapia (Nile),Portugal,20.77,32.47,8.59,5.74,2.56,0.36,161.54,1.47,-95.86,3.74,-201.31,-358.3,-156.99,4.0,68.09
2021-05-04,Deep Sea Cage System,White Leg Shrimp,Australia (West Coast),21.08,33.16,7.48,5.36,2.15,0.16,141.62,1.48,150.35,6.4,676.59,961.64,285.05,3.5,75.83
2019-11-07,Offshore Cage System,European Sea Bass,Norway,20.45,32.74,7.66,8.01,1.56,0.31,189.76,1.23,76.24,5.41,312.59,412.5,99.9,2.5,67.26
2019-05-20,Recirculating Aquaculture System (RAS) - Industrial Scale,Rainbow Trout,Greece,23.34,38.23,7.51,8.85,2.47,0.23,113.27,1.05,35.15,5.37,101.94,188.93,87.0,2.0,85.7
2018-04-23,Deep Sea Cage System,Gilthead Sea Bream,Australia (East Coast),14.09,37.69,7.26,6.22,3.31,0.39,67.17,1.23,-50.53,6.25,-207.17,-316.05,-108.88,2.5,70.95
2021-05-05,Coastal Intensive Pond,Chinook Salmon,Australia (East Coast),20.47,34.61,7.54,5.66,2.17,0.32,151.8,1.63,152.97,5.82,489.5,890.92,401.42,3.0,50.51
2019-09-04,Inland Raceway System,Giant River Prawn,Spain,25.54,35.7,7.98,6.43,2.19,0.34,185.37,0.99,26.52,4.12,66.3,109.16,42.86,2.0,74.3
2020-05-01,Coastal Extensive Pond,Rainbow Trout,Thailand,18.77,33.35,7.55,6.24,1.99,0.43,147.84,1.24,45.61,5.12,132.27,233.63,101.36,2.0,71.5
2019-06-09,Coastal Intensive Pond,Carp (Common),Turkey,16.03,37.76,8.0,4.99,3.2,0.27,173.36,0.95,-109.59,4.52,-273.98,-495.57,-221.59,2.0,79.11
2019-12-10,Recirculating Aquaculture System (RAS) - Small Scale,Carp (Common),Canada (British Columbia),18.53,38.91,6.67,7.55,3.06,0.19,114.58,1.38,-98.55,4.49,-246.37,-442.85,-196.48,2.0,67.29
2019-07-30,Inland Raceway System,Black Tiger Shrimp,Norway,28.55,39.19,7.22,5.69,1.66,0.22,151.57,2.07,-220.44,6.85,-991.99,-1510.61,-518.61,3.5,57.03
2018-02-26,Recirculating Aquaculture System (RAS) - Small Scale,European Eel,Brazil,19.69,33.58,7.49,6.82,2.5,0.26,54.64,1.47,19.9,3.72,49.74,74.0,24.26,2.0,51.17
2022-08-09,Recirculating Aquaculture System (RAS) - Industrial Scale,Carp (Silver),Canada (Atlantic),20.71,39.8,7.78,5.56,2.85,0.27,140.44,1.04,-56.74,4.59,-141.86,-260.65,-118.79,2.0,67.02
2022-07-09,Offshore Cage System,White Leg Shrimp,China (Inland Provinces),14.57,31.42,7.57,8.6,3.62,0.36,116.07,1.65,-111.36,6.55,-501.1,-729.11,-228.01,3.5,59.73
2020-06-26,Reservoir Aquaculture,Tilapia (Nile),Greece,21.16,33.58,6.51,7.12,1.96,0.32,116.61,1.59,-32.95,3.63,-69.2,-119.69,-50.48,4.0,78.47
2021-06-20,Recirculating Aquaculture System (RAS) - Small Scale,Rainbow Trout,Ecuador,26.5,31.31,7.75,5.3,2.45,0.56,84.16,1.05,-38.81,5.38,-112.56,-208.71,-96.15,2.0,86.11
2019-10-25,Inland Raceway System,European Sea Bass,Canada (Atlantic),27.43,35.29,7.65,5.41,2.63,0.27,91.37,1.46,37.55,7.37,153.93,276.74,122.81,2.5,99.05
2022-03-08,Deep Sea Cage System,Gilthead Sea Bream,Canada (British Columbia),16.14,38.38,7.47,3.34,3.13,0.21,164.27,1.3,-72.45,6.38,-297.05,-462.3,-165.25,2.5,74.62
2021-10-22,Coastal Intensive Pond,Giant River Prawn,Ecuador,27.28,35.67,7.47,6.43,2.76,0.36,136.03,1.85,72.7,3.76,181.75,273.52,91.77,2.0,94.65
2022-05-05,Coastal Intensive Pond,Rainbow Trout,China (Inland Provinces),20.98,36.78,6.03,6.98,2.6,0.3,153.16,1.38,-163.06,5.12,-472.87,-835.23,-362.35,2.0,56.72
2018-08-20,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Rainbow Trout,USA (Gulf Coast),17.14,30.86,7.19,7.29,2.98,0.35,94.19,1.65,-64.74,5.18,-187.73,-335.04,-147.31,2.0,57.14
2018-04-25,Reservoir Aquaculture,European Eel,Canada (Atlantic),25.58,37.4,7.88,7.78,2.85,0.34,63.29,1.82,-9.41,3.63,-23.53,-34.18,-10.65,2.0,70.38
2020-01-12,Recirculating Aquaculture System (RAS) - Small Scale,White Leg Shrimp,China (Southern Coast),18.62,34.57,7.1,5.54,1.55,0.32,61.53,1.45,23.92,8.1,107.65,193.74,86.08,3.5,53.65
2018-09-29,Coastal Extensive Pond,European Eel,Brazil,22.41,30.18,7.12,4.85,2.03,0.38,98.22,1.44,-14.66,3.79,-36.64,-55.54,-18.9,2.0,82.02
2019-12-03,Deep Sea Cage System,Catfish (Channel),Canada (British Columbia),22.3,35.83,8.18,4.04,0.99,0.32,137.88,1.17,137.16,3.63,342.89,497.29,154.4,2.0,85.7
2020-06-30,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Catfish (Channel),Canada (British Columbia),25.91,36.43,7.75,7.59,3.88,0.34,90.71,1.35,10.35,3.85,25.87,39.85,13.98,2.0,56.69
2019-11-19,Coastal Intensive Pond,Tilapia (Nile),Spain,19.38,35.46,7.09,7.68,2.5,0.3,57.03,1.24,18.87,3.79,39.63,71.54,31.91,4.0,55.09
2018-09-20,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Tilapia (Nile),Norway,27.63,30.96,7.09,5.29,2.94,0.33,115.07,1.56,-136.23,3.55,-286.09,-483.72,-197.63,4.0,98.2
2022-10-22,Inland Raceway System,European Eel,Australia (West Coast),23.33,33.25,6.28,5.8,3.21,0.39,50.65,1.56,-15.49,4.31,-38.73,-66.7,-27.98,2.0,88.05
2019-04-21,Recirculating Aquaculture System (RAS) - Industrial Scale,Black Tiger Shrimp,Spain,22.34,35.27,7.6,5.07,2.34,0.36,57.23,1.86,89.86,8.57,404.36,769.98,365.62,3.5,75.02
2020-07-31,Deep Sea Cage System,Tilapia (Nile),Norway,14.78,28.11,7.22,4.17,2.25,0.29,165.14,1.38,-486.85,3.87,-1022.39,-1886.34,-863.95,4.0,82.87
2021-01-12,Offshore Cage System,Tilapia (Nile),Australia (West Coast),24.41,38.12,7.46,7.01,1.96,0.14,70.49,1.75,13.45,3.81,28.25,51.3,23.05,4.0,65.78
2020-05-02,Offshore Cage System,Atlantic Salmon,China (Southern Coast),16.05,39.93,7.05,6.96,2.34,0.36,105.17,0.98,-164.18,5.0,-525.39,-821.7,-296.31,3.0,91.77
2019-07-04,Deep Sea Cage System,Tilapia (Blue),Greece,22.6,34.31,7.0,2.16,2.4,0.54,51.49,1.74,63.3,3.98,132.93,251.77,118.84,4.0,75.95
2022-10-31,Reservoir Aquaculture,Carp (Common),China (Inland Provinces),16.1,38.34,7.86,7.08,2.72,0.3,68.83,1.43,-28.82,4.37,-72.05,-125.84,-53.79,2.0,63.28
2022-02-18,Recirculating Aquaculture System (RAS) - Industrial Scale,Atlantic Salmon,Brazil,22.96,35.31,8.27,4.14,1.77,0.32,177.06,1.52,115.69,6.34,370.2,733.74,363.54,3.0,89.16
2021-02-09,Deep Sea Cage System,Gilthead Sea Bream,Vietnam,20.88,39.47,6.7,4.76,2.45,0.14,162.12,1.66,-106.47,5.34,-436.53,-568.93,-132.39,2.5,53.78
2018-11-09,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Catfish (Channel),Australia (East Coast),22.26,31.22,7.19,5.44,2.34,0.43,136.74,1.67,1.02,4.41,2.56,4.51,1.95,2.0,81.8
2019-06-02,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Catfish (Channel),Canada (Atlantic),29.9,31.95,7.09,4.11,2.38,0.35,120.5,1.17,-121.64,4.3,-304.1,-523.1,-219.0,2.0,97.9
2021-12-11,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Atlantic Salmon,USA (Gulf Coast),21.22,30.18,7.59,9.04,2.5,0.28,171.04,1.39,-34.58,5.74,-110.66,-198.64,-87.98,3.0,71.64
2021-03-12,Coastal Intensive Pond,Gilthead Sea Bream,Greece,14.88,34.2,7.29,6.88,1.7,0.35,115.55,1.55,-6.81,5.38,-27.92,-36.63,-8.7,2.5,59.51
2018-02-12,Offshore Cage System,Black Tiger Shrimp,Scotland,22.21,36.28,7.51,5.04,2.74,0.48,87.1,1.44,138.47,7.73,623.1,1070.04,446.94,3.5,58.13
2019-09-12,Reservoir Aquaculture,Rainbow Trout,Australia (East Coast),29.42,36.07,7.34,6.0,1.87,0.36,98.25,1.45,-8.42,5.16,-24.42,-43.5,-19.07,2.0,51.46
2021-02-05,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Tilapia (Nile),Australia (East Coast),17.64,41.3,7.38,5.46,2.18,0.37,198.99,1.45,-167.13,3.83,-350.98,-640.12,-289.14,4.0,68.59
2019-05-06,Deep Sea Cage System,Carp (Silver),Spain,29.1,33.2,6.57,7.51,2.16,0.38,134.61,1.29,-183.24,4.25,-458.09,-778.05,-319.96,2.0,95.91
2018-06-12,Reservoir Aquaculture,Rainbow Trout,Australia (East Coast),19.01,35.04,7.02,5.39,2.84,0.31,115.49,1.68,43.61,4.92,126.48,214.38,87.91,2.0,87.94
2018-12-12,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Tilapia (Blue),China (Southern Coast),17.51,31.01,7.41,7.38,2.44,0.45,124.63,1.33,-51.87,3.71,-108.93,-192.25,-83.32,4.0,92.75
2021-06-23,Coastal Intensive Pond,Giant River Prawn,Brazil,16.87,27.19,7.6,6.66,2.7,0.42,165.67,1.18,-293.41,3.71,-733.52,-1088.66,-355.14,2.0,93.79
2019-05-09,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Giant River Prawn,Thailand,13.11,35.96,7.25,5.88,2.67,0.25,50.0,1.28,-19.96,4.1,-49.91,-81.92,-32.02,2.0,65.2
2018-01-29,Coastal Intensive Pond,Tilapia (Blue),China (Southern Coast),16.88,37.04,6.93,7.0,2.73,0.13,98.79,1.3,-59.25,3.87,-124.43,-229.35,-104.91,4.0,59.08
2020-09-26,Reservoir Aquaculture,European Eel,China (Southern Coast),25.92,34.25,7.2,8.13,3.37,0.4,61.77,1.64,6.93,4.3,17.33,29.82,12.49,2.0,79.19
2019-06-28,Offshore Cage System,Rainbow Trout,Australia (West Coast),19.15,36.95,6.75,7.58,2.0,0.26,127.08,1.58,-81.15,4.74,-235.32,-384.82,-149.5,2.0,96.65
2019-12-17,Reservoir Aquaculture,Carp (Common),Indonesia,24.67,37.66,7.34,8.69,2.62,0.35,159.35,1.34,4.02,3.84,10.05,15.43,5.39,2.0,67.27
2020-05-31,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Giant River Prawn,Australia (West Coast),24.7,36.32,7.89,6.69,3.34,0.3,107.08,1.7,17.1,4.38,42.76,74.98,32.22,2.0,86.72
2020-08-26,Inland Raceway System,Tilapia (Nile),Canada (Atlantic),20.53,34.79,6.74,5.46,2.95,0.36,131.96,2.05,65.92,3.31,138.44,218.44,80.0,4.0,93.13
2020-01-30,Recirculating Aquaculture System (RAS) - Industrial Scale,European Sea Bass,Chile,22.2,36.48,7.24,2.77,3.05,0.25,93.51,1.24,98.24,6.75,402.78,663.13,260.35,2.5,89.83
2020-12-03,Reservoir Aquaculture,European Sea Bass,Canada (Atlantic),25.42,30.9,8.11,6.39,2.32,0.31,132.33,1.87,-70.75,5.91,-290.09,-418.36,-128.27,2.5,66.7
2018-06-15,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Tilapia (Nile),Thailand,14.42,33.11,8.27,5.2,1.65,0.19,58.49,1.87,-55.15,3.96,-115.81,-218.57,-102.77,4.0,82.09
2022-08-09,Coastal Intensive Pond,Giant River Prawn,Australia (East Coast),27.59,39.35,7.32,4.01,2.29,0.33,91.68,1.1,-62.41,4.01,-156.03,-250.14,-94.11,2.0,98.53
2020-04-30,Recirculating Aquaculture System (RAS) - Industrial Scale,Carp (Silver),Scotland,22.39,34.31,7.04,7.34,3.02,0.12,109.64,1.22,50.17,3.77,125.42,189.0,63.58,2.0,74.15
2019-07-03,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Atlantic Salmon,Norway,17.39,31.99,7.6,6.1,2.14,0.32,61.34,1.56,-17.3,5.32,-55.37,-92.06,-36.69,3.0,81.18
2022-06-28,Inland Raceway System,Black Tiger Shrimp,Thailand,17.94,31.1,7.91,7.22,1.93,0.38,96.94,1.96,-82.26,7.53,-370.17,-619.25,-249.08,3.5,93.3
2022-03-15,Reservoir Aquaculture,Chinook Salmon,Canada (British Columbia),24.76,36.02,7.7,4.01,3.02,0.42,111.22,1.4,44.71,5.81,143.08,259.59,116.52,3.0,97.88
2021-10-19,Coastal Extensive Pond,Black Tiger Shrimp,Greece,13.88,38.37,7.33,6.85,1.99,0.3,63.89,1.45,-49.69,8.45,-223.59,-419.66,-196.08,3.5,71.7
2020-09-26,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Atlantic Salmon,Thailand,19.82,30.18,8.37,8.07,1.85,0.37,157.11,1.61,-235.36,5.15,-753.14,-1213.01,-459.87,3.0,50.69
2022-06-02,Reservoir Aquaculture,Catfish (Channel),USA (Gulf Coast),24.84,32.65,7.15,4.63,2.08,0.29,159.91,1.29,7.17,4.26,17.93,30.57,12.64,2.0,54.06
2019-02-23,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Atlantic Salmon,Portugal,24.5,36.42,7.54,7.11,2.74,0.18,161.43,1.44,108.83,5.7,348.24,620.46,272.22,3.0,96.04
2019-11-13,Inland Raceway System,Tilapia (Nile),Australia (West Coast),18.9,38.22,8.68,4.82,1.81,0.33,168.11,1.72,-158.03,3.73,-331.86,-590.21,-258.35,4.0,62.42
2018-05-16,Coastal Extensive Pond,Carp (Silver),Greece,18.97,40.16,8.5,4.85,2.23,0.39,116.59,1.29,-63.9,3.87,-159.75,-247.23,-87.48,2.0,74.55
2022-04-02,Recirculating Aquaculture System (RAS) - Industrial Scale,White Leg Shrimp,Australia (West Coast),22.02,33.52,8.22,4.12,2.91,0.27,60.57,1.42,31.92,7.72,143.65,246.46,102.82,3.5,94.08
2018-11-26,Coastal Extensive Pond,Tilapia (Blue),USA (Gulf Coast),24.85,37.9,7.33,5.08,1.96,0.22,127.25,1.81,3.07,3.54,6.45,10.86,4.41,4.0,89.46
2019-02-03,Offshore Cage System,Carp (Common),Vietnam,19.67,36.65,7.37,5.81,2.66,0.31,191.17,0.83,101.72,3.66,254.31,372.14,117.84,2.0,69.64
2018-04-27,Reservoir Aquaculture,Catfish (Channel),Scotland,22.88,43.96,7.68,5.53,2.96,0.35,178.81,1.17,-195.47,4.02,-488.68,-784.93,-296.24,2.0,83.68
2020-03-06,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Catfish (Channel),Scotland,23.8,36.67,7.04,5.37,2.35,0.4,127.24,1.78,23.59,3.64,58.97,85.82,26.85,2.0,50.96
2019-07-22,Offshore Cage System,Gilthead Sea Bream,Canada (British Columbia),18.45,31.22,7.39,5.54,3.71,0.34,86.8,1.28,-19.86,6.11,-81.42,-121.25,-39.83,2.5,97.99
2020-03-29,Inland Raceway System,Black Tiger Shrimp,China (Southern Coast),18.51,38.06,8.54,3.62,1.56,0.49,155.32,1.62,-97.83,7.25,-440.25,-708.83,-268.58,3.5,70.6
2020-01-25,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Black Tiger Shrimp,Ecuador,23.64,37.77,6.99,6.13,2.04,0.33,100.58,1.36,-14.44,7.8,-64.99,-112.68,-47.69,3.5,94.78
2022-04-24,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Black Tiger Shrimp,Thailand,15.58,35.11,6.78,5.55,2.47,0.56,144.26,1.17,-46.17,6.53,-207.75,-301.47,-93.72,3.5,50.5
2022-08-23,Coastal Intensive Pond,Tilapia (Blue),Turkey,23.4,40.28,7.69,6.58,2.47,0.42,100.04,1.6,-51.95,3.6,-109.09,-187.24,-78.16,4.0,94.13
2021-10-05,Deep Sea Cage System,Tilapia (Blue),Turkey,20.51,32.6,7.47,7.86,2.27,0.3,60.05,1.52,44.14,3.56,92.69,157.1,64.42,4.0,77.09
2022-05-15,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Chinook Salmon,Canada (Atlantic),18.97,35.63,8.1,5.26,1.56,0.36,83.02,1.44,21.49,5.45,68.77,117.09,48.32,3.0,73.21
2020-08-18,Deep Sea Cage System,Carp (Common),Indonesia,18.91,37.69,8.14,6.98,1.93,0.28,170.67,1.5,-117.41,4.13,-293.54,-485.08,-191.55,2.0,53.32
2021-06-18,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,European Sea Bass,USA (Gulf Coast),24.29,39.37,7.85,7.18,2.54,0.44,71.05,1.28,-41.16,6.63,-168.78,-272.95,-104.17,2.5,59.75
2021-10-25,Inland Raceway System,European Eel,Vietnam,24.64,35.89,7.73,6.3,2.66,0.47,183.37,1.82,61.59,4.22,153.98,259.94,105.96,2.0,57.82
2018-08-02,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Catfish (Channel),Australia (West Coast),31.05,34.35,7.08,5.02,1.96,0.22,82.24,1.09,-34.05,4.51,-85.13,-153.67,-68.54,2.0,53.85
2018-02-18,Offshore Cage System,Carp (Common),Spain,22.16,32.28,8.26,6.77,3.02,0.23,153.85,1.76,-42.46,4.55,-106.15,-193.01,-86.86,2.0,81.82
2019-05-04,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Carp (Silver),Australia (East Coast),16.12,32.31,7.8,4.58,2.73,0.16,89.7,1.71,-33.27,4.41,-83.18,-146.86,-63.68,2.0,59.39
2022-10-11,Deep Sea Cage System,Rainbow Trout,Norway,25.8,35.78,7.23,4.49,1.52,0.33,55.85,1.03,41.77,4.69,121.14,195.83,74.69,2.0,94.9
2020-11-09,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Barramundi,Greece,20.35,37.2,7.67,6.47,2.73,0.15,60.09,1.85,17.12,4.61,42.79,78.89,36.1,2.0,90.33
2018-05-04,Recirculating Aquaculture System (RAS) - Industrial Scale,European Sea Bass,Greece,17.94,31.95,7.38,5.94,2.43,0.33,96.92,1.93,-15.14,5.74,-62.08,-86.94,-24.86,2.5,50.72
